dataset1,dataset2,e0,e2
large_aws/Parcel_003.csv,medium/diagonal_001.csv,1.903677461,1.422157065
large_aws/Parcel_004.csv,medium/diagonal_001.csv,1.903677461,1.233809724
large_aws/Parcel_005.csv,medium/diagonal_001.csv,1.903677461,1.720625392
large_aws/Parcel_006.csv,medium/diagonal_001.csv,1.903677461,1.258994718
large_aws/Parcel_007.csv,medium/diagonal_001.csv,1.903677461,1.40210648
large_aws/Parcel_008.csv,medium/diagonal_001.csv,1.903677461,1.688976455
large_aws/Parcel_009.csv,medium/diagonal_001.csv,1.903677461,1.398788672
large_aws/Parcel_010.csv,medium/diagonal_001.csv,1.903677461,1.431075348
large_aws/Parcel_011.csv,medium/diagonal_001.csv,1.903677461,1.720631021
large_aws/Parcel_012.csv,medium/diagonal_001.csv,1.903677461,0.80052845
large_aws/Parcel_013.csv,medium/diagonal_001.csv,1.903677461,1.422162262
large_aws/Parcel_014.csv,medium/diagonal_001.csv,1.903677461,1.398649615
large_aws/Parcel_015.csv,medium/diagonal_001.csv,1.903677461,1.368353624
large_aws/Parcel_016.csv,medium/diagonal_001.csv,1.903677461,1.513752259
large_aws/Parcel_017.csv,medium/diagonal_001.csv,1.903677461,1.317543106
large_aws/Parcel_018.csv,medium/diagonal_001.csv,1.903677461,0.684551284
large_aws/Uniform_001.csv,medium/diagonal_001.csv,1.903677461,1.475747125
large_aws/Uniform_002.csv,medium/diagonal_001.csv,1.903677461,1.476023541
large_aws/Uniform_003.csv,medium/diagonal_001.csv,1.903677461,1.475726113
large_aws/Uniform_004.csv,medium/diagonal_001.csv,1.903677461,1.475852305
large_aws/Uniform_005.csv,medium/diagonal_001.csv,1.903677461,1.474137577
large_aws/Uniform_006.csv,medium/diagonal_001.csv,1.903677461,1.474489066
large_aws/Uniform_enx_001.csv,medium/diagonal_001.csv,1.903677461,1.475297373
large_aws/Uniform_enx_002.csv,medium/diagonal_001.csv,1.903677461,1.475324306
large_aws/Uniform_enx_003.csv,medium/diagonal_001.csv,1.903677461,1.475951477
large_aws/Uniform_enx_004.csv,medium/diagonal_001.csv,1.903677461,1.475712442
large_aws/Uniform_enx_005.csv,medium/diagonal_001.csv,1.903677461,1.475525116
large_aws/Uniform_enx_006.csv,medium/diagonal_001.csv,1.903677461,1.474736048
large_aws/Uniform_eny_001.csv,medium/diagonal_001.csv,1.903677461,1.475148261
large_aws/Uniform_eny_002.csv,medium/diagonal_001.csv,1.903677461,1.476147897
large_aws/Uniform_eny_003.csv,medium/diagonal_001.csv,1.903677461,1.474797093
large_aws/Uniform_eny_004.csv,medium/diagonal_001.csv,1.903677461,1.475871967
large_aws/Uniform_eny_005.csv,medium/diagonal_001.csv,1.903677461,1.475644595
large_aws/Uniform_eny_006.csv,medium/diagonal_001.csv,1.903677461,1.475603701
large_aws/Combo_001.csv,medium/diagonal_002.csv,1.306974345,0.668355904
large_aws/Combo_002.csv,medium/diagonal_002.csv,1.593653618,0.760257911
large_aws/Combo_003.csv,medium/diagonal_002.csv,1.588038614,0.985888177
large_aws/Combo_004.csv,medium/diagonal_002.csv,1.450225169,0.656133049
large_aws/Combo_005.csv,medium/diagonal_002.csv,0.998584194,0.491937074
large_aws/Combo_006.csv,medium/diagonal_002.csv,1.38317031,0.462758961
large_aws/Combo_007.csv,medium/diagonal_002.csv,1.589587108,0.739623903
large_aws/Combo_008.csv,medium/diagonal_002.csv,1.693278772,0.852166441
large_aws/Combo_009.csv,medium/diagonal_002.csv,1.530800121,0.771923524
large_aws/Combo_010.csv,medium/diagonal_002.csv,1.26219946,0.6026403
large_aws/Combo_011.csv,medium/diagonal_002.csv,1.480201141,0.603476059
large_aws/Combo_012.csv,medium/diagonal_002.csv,1.12467406,0.907324276
large_aws/Combo_013.csv,medium/diagonal_002.csv,1.440274562,0.591659848
large_aws/Combo_014.csv,medium/diagonal_002.csv,0.922881869,0.352942381
large_aws/Combo_015.csv,medium/diagonal_002.csv,1.452356196,0.683220167
large_aws/Combo_016.csv,medium/diagonal_002.csv,1.589587108,0.759265575
large_aws/Combo_017.csv,medium/diagonal_002.csv,1.628169877,0.828360517
large_aws/Combo_018.csv,medium/diagonal_002.csv,1.530800121,0.807874579
large_aws/Diagonal_001.csv,medium/diagonal_002.csv,1.487833835,0.9989938
large_aws/Diagonal_002.csv,medium/diagonal_002.csv,1.487833835,1.008466701
large_aws/Diagonal_003.csv,medium/diagonal_002.csv,1.511853558,1.003556334
large_aws/Diagonal_004.csv,medium/diagonal_002.csv,1.688377398,1.015673844
large_aws/Diagonal_005.csv,medium/diagonal_002.csv,1.501941698,0.969659384
large_aws/Diagonal_006.csv,medium/diagonal_002.csv,1.487833835,1.01001839
large_aws/Diagonal_enx_001.csv,medium/diagonal_002.csv,1.487833835,0.999007549
large_aws/Diagonal_enx_002.csv,medium/diagonal_002.csv,1.487833835,0.933596056
large_aws/Diagonal_enx_003.csv,medium/diagonal_002.csv,1.528771238,0.974009046
large_aws/Diagonal_enx_004.csv,medium/diagonal_002.csv,1.487833835,1.011791039
large_aws/Diagonal_enx_005.csv,medium/diagonal_002.csv,1.522881869,0.989896862
large_aws/Diagonal_enx_006.csv,medium/diagonal_002.csv,1.487833835,0.915415
large_aws/Diagonal_eny_001.csv,medium/diagonal_002.csv,1.487833835,0.993709418
large_aws/Diagonal_eny_002.csv,medium/diagonal_002.csv,1.487833835,0.744067881
large_aws/Diagonal_eny_003.csv,medium/diagonal_002.csv,1.487833835,0.706104717
large_aws/Diagonal_eny_004.csv,medium/diagonal_002.csv,1.487833835,0.839544137
large_aws/Diagonal_eny_005.csv,medium/diagonal_002.csv,1.487833835,0.968082318
large_aws/Diagonal_eny_006.csv,medium/diagonal_002.csv,1.487833835,0.996583075
large_aws/DiagonalRot_001.csv,medium/diagonal_002.csv,1.525141769,0.72142359
large_aws/DiagonalRot_002.csv,medium/diagonal_002.csv,1.368482797,0.301788772
large_aws/DiagonalRot_003.csv,medium/diagonal_002.csv,1.110131915,0.397425831
large_aws/DiagonalRot_004.csv,medium/diagonal_002.csv,0.964385619,0.897656773
large_aws/DiagonalRot_005.csv,medium/diagonal_002.csv,1.170043972,0.586358187
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_002.csv,1.062935662,0.526385886
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_002.csv,1.541554373,0.629507923
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_002.csv,1.062935662,0.877442289
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_002.csv,1.541554373,0.590874374
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_002.csv,0.89248125,0.498907208
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_002.csv,0.89248125,0.466067251
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_002.csv,1.521466063,0.703307509
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_002.csv,1.525141769,0.750336416
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_002.csv,1.541554373,0.891706416
large_aws/Gauss_001.csv,medium/diagonal_002.csv,1.535194664,0.66118334
large_aws/Gauss_002.csv,medium/diagonal_002.csv,1.456829758,0.659511609
large_aws/Gauss_003.csv,medium/diagonal_002.csv,1.471714088,0.658133733
large_aws/Gauss_004.csv,medium/diagonal_002.csv,1.469848764,0.660843729
large_aws/Gauss_005.csv,medium/diagonal_002.csv,1.454821986,0.660951637
large_aws/Gauss_006.csv,medium/diagonal_002.csv,1.471714088,0.661040979
large_aws/Gauss_enx_001.csv,medium/diagonal_002.csv,1.461235019,0.661787081
large_aws/Gauss_enx_002.csv,medium/diagonal_002.csv,1.434687727,0.663414249
large_aws/Gauss_enx_003.csv,medium/diagonal_002.csv,1.480201141,0.658050849
large_aws/Gauss_enx_004.csv,medium/diagonal_002.csv,1.55216833,0.657729645
large_aws/Gauss_enx_005.csv,medium/diagonal_002.csv,1.461235019,0.659313116
large_aws/Gauss_enx_006.csv,medium/diagonal_002.csv,1.445943162,0.65948476
large_aws/Gauss_eny_001.csv,medium/diagonal_002.csv,1.589273762,0.658774489
large_aws/Gauss_eny_002.csv,medium/diagonal_002.csv,1.461235019,0.660467911
large_aws/Gauss_eny_003.csv,medium/diagonal_002.csv,1.450416724,0.657946927
large_aws/Gauss_eny_004.csv,medium/diagonal_002.csv,1.475988818,0.657889215
large_aws/Gauss_eny_005.csv,medium/diagonal_002.csv,1.445943162,0.661140368
large_aws/Gauss_eny_006.csv,medium/diagonal_002.csv,1.606841957,0.659022178
large_aws/Parcel_001.csv,medium/diagonal_002.csv,1.589587108,0.8843582
large_aws/Parcel_002.csv,medium/diagonal_002.csv,1.589587108,0.974729869
large_aws/Parcel_003.csv,medium/diagonal_002.csv,1.589587108,1.634140103
large_aws/Parcel_004.csv,medium/diagonal_002.csv,1.589587108,1.213395994
large_aws/Parcel_005.csv,medium/diagonal_002.csv,1.589587108,1.300866672
large_aws/Parcel_006.csv,medium/diagonal_002.csv,1.589587108,1.024933434
large_aws/Parcel_007.csv,medium/diagonal_002.csv,1.589587108,1.300183407
large_aws/Parcel_008.csv,medium/diagonal_002.csv,1.589587108,1.22769381
large_aws/Parcel_009.csv,medium/diagonal_002.csv,1.589587108,1.386948622
large_aws/Parcel_010.csv,medium/diagonal_002.csv,1.572621816,1.224791704
large_aws/Parcel_011.csv,medium/diagonal_002.csv,1.589587108,1.300933477
large_aws/Parcel_012.csv,medium/diagonal_002.csv,1.560741701,0.638111467
large_aws/Parcel_013.csv,medium/diagonal_002.csv,1.589587108,1.634158873
large_aws/Parcel_014.csv,medium/diagonal_002.csv,1.589587108,1.484747651
large_aws/Parcel_015.csv,medium/diagonal_002.csv,1.589587108,1.286041458
large_aws/Parcel_016.csv,medium/diagonal_002.csv,1.589587108,1.18285191
large_aws/Parcel_017.csv,medium/diagonal_002.csv,1.589587108,1.093513812
large_aws/Parcel_018.csv,medium/diagonal_002.csv,1.553952235,0.739723135
large_aws/Uniform_001.csv,medium/diagonal_002.csv,1.589587108,1.345705882
large_aws/Uniform_002.csv,medium/diagonal_002.csv,1.589587108,1.34542598
large_aws/Uniform_003.csv,medium/diagonal_002.csv,1.589587108,1.252569693
large_aws/Uniform_004.csv,medium/diagonal_002.csv,1.589587108,1.345645123
large_aws/Uniform_005.csv,medium/diagonal_002.csv,1.589587108,1.343992353
large_aws/Uniform_006.csv,medium/diagonal_002.csv,1.589587108,1.344225563
large_aws/Uniform_enx_001.csv,medium/diagonal_002.csv,1.589587108,1.34501092
large_aws/Uniform_enx_002.csv,medium/diagonal_002.csv,1.589587108,1.345441527
large_aws/Uniform_enx_003.csv,medium/diagonal_002.csv,1.589587108,1.345317993
large_aws/Uniform_enx_004.csv,medium/diagonal_002.csv,1.589587108,1.345308124
large_aws/Uniform_enx_005.csv,medium/diagonal_002.csv,1.589587108,1.3453334
large_aws/Uniform_enx_006.csv,medium/diagonal_002.csv,1.589587108,1.252666328
large_aws/Uniform_eny_001.csv,medium/diagonal_002.csv,1.589587108,1.344714757
large_aws/Uniform_eny_002.csv,medium/diagonal_002.csv,1.589587108,1.252723131
large_aws/Uniform_eny_003.csv,medium/diagonal_002.csv,1.589587108,1.252622797
large_aws/Uniform_eny_004.csv,medium/diagonal_002.csv,1.589587108,1.345678628
large_aws/Uniform_eny_005.csv,medium/diagonal_002.csv,1.589587108,1.253250838
large_aws/Uniform_eny_006.csv,medium/diagonal_002.csv,1.589587108,1.345204508
large_aws/Combo_001.csv,medium/diagonal_003.csv,1.398430719,0.758838063
large_aws/Combo_002.csv,medium/diagonal_003.csv,1.559198977,0.811415454
large_aws/Combo_003.csv,medium/diagonal_003.csv,1.549016041,1.134717559
large_aws/Combo_004.csv,medium/diagonal_003.csv,1.533142349,1.090440343
large_aws/Combo_005.csv,medium/diagonal_003.csv,1.460282766,0.523316823
large_aws/Combo_006.csv,medium/diagonal_003.csv,1.49248125,0.779208821
large_aws/Combo_007.csv,medium/diagonal_003.csv,1.658431662,0.752919722
large_aws/Combo_008.csv,medium/diagonal_003.csv,1.632192809,0.915961952
large_aws/Combo_009.csv,medium/diagonal_003.csv,1.618451703,0.862795822
large_aws/Combo_010.csv,medium/diagonal_003.csv,1.377313921,0.700049504
large_aws/Combo_011.csv,medium/diagonal_003.csv,1.611196211,0.652917131
large_aws/Combo_012.csv,medium/diagonal_003.csv,1.227321281,0.465332091
large_aws/Combo_013.csv,medium/diagonal_003.csv,1.511252601,0.698056308
large_aws/Combo_014.csv,medium/diagonal_003.csv,1.312245432,0.491538995
large_aws/Combo_015.csv,medium/diagonal_003.csv,1.584962501,0.76565375
large_aws/Combo_016.csv,medium/diagonal_003.csv,1.658431662,0.779533822
large_aws/Combo_017.csv,medium/diagonal_003.csv,1.632192809,0.890465135
large_aws/Combo_018.csv,medium/diagonal_003.csv,1.618451703,0.899888865
large_aws/Diagonal_001.csv,medium/diagonal_003.csv,1.487833835,0.999268479
large_aws/Diagonal_002.csv,medium/diagonal_003.csv,1.487833835,1.006263016
large_aws/Diagonal_003.csv,medium/diagonal_003.csv,1.632192809,1.000910883
large_aws/Diagonal_004.csv,medium/diagonal_003.csv,1.487833835,1.011772296
large_aws/Diagonal_005.csv,medium/diagonal_003.csv,1.632192809,0.958775166
large_aws/Diagonal_006.csv,medium/diagonal_003.csv,1.487833835,1.007826114
large_aws/Diagonal_enx_001.csv,medium/diagonal_003.csv,1.487833835,0.996744813
large_aws/Diagonal_enx_002.csv,medium/diagonal_003.csv,1.487833835,0.906592871
large_aws/Diagonal_enx_003.csv,medium/diagonal_003.csv,1.645511045,0.965315801
large_aws/Diagonal_enx_004.csv,medium/diagonal_003.csv,1.487833835,0.996909155
large_aws/Diagonal_enx_005.csv,medium/diagonal_003.csv,1.645511045,0.991247947
large_aws/Diagonal_enx_006.csv,medium/diagonal_003.csv,1.487833835,0.881921109
large_aws/Diagonal_eny_001.csv,medium/diagonal_003.csv,1.487833835,0.994779203
large_aws/Diagonal_eny_002.csv,medium/diagonal_003.csv,1.487833835,0.764627116
large_aws/Diagonal_eny_003.csv,medium/diagonal_003.csv,1.505713504,0.721477605
large_aws/Diagonal_eny_004.csv,medium/diagonal_003.csv,1.487833835,0.864274448
large_aws/Diagonal_eny_005.csv,medium/diagonal_003.csv,1.511853558,0.974040151
large_aws/Diagonal_eny_006.csv,medium/diagonal_003.csv,1.501941698,0.997410208
large_aws/DiagonalRot_001.csv,medium/diagonal_003.csv,1.604259988,0.800167537
large_aws/DiagonalRot_002.csv,medium/diagonal_003.csv,1.36519647,0.458535355
large_aws/DiagonalRot_003.csv,medium/diagonal_003.csv,1.142206477,0.518180591
large_aws/DiagonalRot_004.csv,medium/diagonal_003.csv,1.394247947,0.892729621
large_aws/DiagonalRot_005.csv,medium/diagonal_003.csv,1.214720492,0.583983678
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_003.csv,1.395038465,0.41025719
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_003.csv,1.618451703,0.738400297
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_003.csv,1.386294752,0.867883654
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_003.csv,1.645511045,0.69812311
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_003.csv,1.403677461,0.478075646
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_003.csv,1.303328786,0.433948247
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_003.csv,1.604259988,0.714686367
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_003.csv,1.589587108,0.873757233
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_003.csv,1.604259988,0.80764627
large_aws/Gauss_001.csv,medium/diagonal_003.csv,1.626670505,0.717829782
large_aws/Gauss_002.csv,medium/diagonal_003.csv,1.601936167,0.716483017
large_aws/Gauss_003.csv,medium/diagonal_003.csv,1.63205372,0.714112619
large_aws/Gauss_004.csv,medium/diagonal_003.csv,1.612084023,0.717473478
large_aws/Gauss_005.csv,medium/diagonal_003.csv,1.621246814,0.717681804
large_aws/Gauss_006.csv,medium/diagonal_003.csv,1.647480524,0.717492007
large_aws/Gauss_enx_001.csv,medium/diagonal_003.csv,1.655600844,0.718484599
large_aws/Gauss_enx_002.csv,medium/diagonal_003.csv,1.623963757,0.720304904
large_aws/Gauss_enx_003.csv,medium/diagonal_003.csv,1.612084023,0.714431381
large_aws/Gauss_enx_004.csv,medium/diagonal_003.csv,1.66363077,0.714056476
large_aws/Gauss_enx_005.csv,medium/diagonal_003.csv,1.609417301,0.715687684
large_aws/Gauss_enx_006.csv,medium/diagonal_003.csv,1.644753309,0.716105316
large_aws/Gauss_eny_001.csv,medium/diagonal_003.csv,1.636509247,0.714658209
large_aws/Gauss_eny_002.csv,medium/diagonal_003.csv,1.593206562,0.71651468
large_aws/Gauss_eny_003.csv,medium/diagonal_003.csv,1.626670505,0.714384277
large_aws/Gauss_eny_004.csv,medium/diagonal_003.csv,1.647966443,0.714673516
large_aws/Gauss_eny_005.csv,medium/diagonal_003.csv,1.61303404,0.717876514
large_aws/Gauss_eny_006.csv,medium/diagonal_003.csv,1.621246814,0.715171475
large_aws/Parcel_001.csv,medium/diagonal_003.csv,1.658431662,0.939070694
large_aws/Parcel_002.csv,medium/diagonal_003.csv,1.658431662,1.045981209
large_aws/Parcel_003.csv,medium/diagonal_003.csv,1.658431662,1.284139518
large_aws/Parcel_004.csv,medium/diagonal_003.csv,1.658431662,1.293251506
large_aws/Parcel_005.csv,medium/diagonal_003.csv,1.658431662,1.25612588
large_aws/Parcel_006.csv,medium/diagonal_003.csv,1.658431662,1.165171846
large_aws/Parcel_007.csv,medium/diagonal_003.csv,1.658431662,1.262781683
large_aws/Parcel_008.csv,medium/diagonal_003.csv,1.658431662,1.292940994
large_aws/Parcel_009.csv,medium/diagonal_003.csv,1.658431662,1.3843459
large_aws/Parcel_010.csv,medium/diagonal_003.csv,1.658431662,1.289663776
large_aws/Parcel_011.csv,medium/diagonal_003.csv,1.658431662,1.256226558
large_aws/Parcel_012.csv,medium/diagonal_003.csv,1.658431662,0.678042059
large_aws/Parcel_013.csv,medium/diagonal_003.csv,1.658431662,1.284138622
large_aws/Parcel_014.csv,medium/diagonal_003.csv,1.658431662,1.548024044
large_aws/Parcel_015.csv,medium/diagonal_003.csv,1.658431662,1.242618406
large_aws/Parcel_016.csv,medium/diagonal_003.csv,1.658431662,1.250588204
large_aws/Parcel_017.csv,medium/diagonal_003.csv,1.658431662,1.168898694
large_aws/Parcel_018.csv,medium/diagonal_003.csv,1.645511045,0.790061603
large_aws/Uniform_001.csv,medium/diagonal_003.csv,1.658431662,1.321415264
large_aws/Uniform_002.csv,medium/diagonal_003.csv,1.658431662,1.320305002
large_aws/Uniform_003.csv,medium/diagonal_003.csv,1.658431662,1.320348058
large_aws/Uniform_004.csv,medium/diagonal_003.csv,1.658431662,1.320520204
large_aws/Uniform_005.csv,medium/diagonal_003.csv,1.658431662,1.31926561
large_aws/Uniform_006.csv,medium/diagonal_003.csv,1.658431662,1.31917933
large_aws/Uniform_enx_001.csv,medium/diagonal_003.csv,1.658431662,1.320359017
large_aws/Uniform_enx_002.csv,medium/diagonal_003.csv,1.658431662,1.32124689
large_aws/Uniform_enx_003.csv,medium/diagonal_003.csv,1.658431662,1.320229391
large_aws/Uniform_enx_004.csv,medium/diagonal_003.csv,1.658431662,1.320515836
large_aws/Uniform_enx_005.csv,medium/diagonal_003.csv,1.658431662,1.320369114
large_aws/Uniform_enx_006.csv,medium/diagonal_003.csv,1.658431662,1.319853054
large_aws/Uniform_eny_001.csv,medium/diagonal_003.csv,1.658431662,1.319705501
large_aws/Uniform_eny_002.csv,medium/diagonal_003.csv,1.658431662,1.320713283
large_aws/Uniform_eny_003.csv,medium/diagonal_003.csv,1.658431662,1.320854661
large_aws/Uniform_eny_004.csv,medium/diagonal_003.csv,1.658431662,1.321038421
large_aws/Uniform_eny_005.csv,medium/diagonal_003.csv,1.658431662,1.320673014
large_aws/Uniform_eny_006.csv,medium/diagonal_003.csv,1.658431662,1.32030602
large_aws/Combo_001.csv,medium/diagonal_004.csv,1.729715809,0.864925378
large_aws/Combo_002.csv,medium/diagonal_004.csv,1.798430719,1.036336606
large_aws/Combo_003.csv,medium/diagonal_004.csv,1.694348554,1.251900845
large_aws/Combo_004.csv,medium/diagonal_004.csv,1.79248125,1.110872946
large_aws/Combo_005.csv,medium/diagonal_004.csv,1.729715809,1.086262785
large_aws/Combo_006.csv,medium/diagonal_004.csv,1.566633265,1.073355038
large_aws/Combo_007.csv,medium/diagonal_004.csv,1.903677461,0.734212447
large_aws/Combo_008.csv,medium/diagonal_004.csv,1.903677461,1.139860968
large_aws/Combo_009.csv,medium/diagonal_004.csv,1.903677461,1.156872259
large_aws/Combo_010.csv,medium/diagonal_004.csv,1.603251393,0.647092743
large_aws/Combo_011.csv,medium/diagonal_004.csv,1.850219859,0.84709682
large_aws/Combo_012.csv,medium/diagonal_004.csv,1.56721316,0.839688976
large_aws/Combo_013.csv,medium/diagonal_004.csv,1.647310374,0.917426292
large_aws/Combo_014.csv,medium/diagonal_004.csv,1.729715809,1.058017137
large_aws/Combo_015.csv,medium/diagonal_004.csv,1.63579821,1.080803145
large_aws/Combo_016.csv,medium/diagonal_004.csv,1.903677461,0.759790085
large_aws/Combo_017.csv,medium/diagonal_004.csv,1.903677461,1.112514804
large_aws/Combo_018.csv,medium/diagonal_004.csv,1.903677461,1.22900317
large_aws/Diagonal_001.csv,medium/diagonal_004.csv,1.495528665,0.998749279
large_aws/Diagonal_002.csv,medium/diagonal_004.csv,1.487833835,1.003555743
large_aws/Diagonal_003.csv,medium/diagonal_004.csv,1.658431662,1.00368596
large_aws/Diagonal_004.csv,medium/diagonal_004.csv,1.487833835,1.004484966
large_aws/Diagonal_005.csv,medium/diagonal_004.csv,1.658431662,0.968961894
large_aws/Diagonal_006.csv,medium/diagonal_004.csv,1.604259988,1.005032375
