dataset1,dataset2,e0,e2
large_aws/Uniform_enx_002.csv,medium/uniform_005.csv,1.876594289,1.841890648
large_aws/Uniform_enx_003.csv,medium/uniform_005.csv,1.876521493,1.838805468
large_aws/Uniform_enx_004.csv,medium/uniform_005.csv,1.876594289,1.841278094
large_aws/Uniform_enx_005.csv,medium/uniform_005.csv,1.876594289,1.841793496
large_aws/Uniform_enx_006.csv,medium/uniform_005.csv,1.876407881,1.832082871
large_aws/Uniform_eny_001.csv,medium/uniform_005.csv,1.876491457,1.842719369
large_aws/Uniform_eny_002.csv,medium/uniform_005.csv,1.876188759,1.834985765
large_aws/Uniform_eny_003.csv,medium/uniform_005.csv,1.876594289,1.839734866
large_aws/Uniform_eny_004.csv,medium/uniform_005.csv,1.876492056,1.842864426
large_aws/Uniform_eny_005.csv,medium/uniform_005.csv,1.876562676,1.83492086
large_aws/Uniform_eny_006.csv,medium/uniform_005.csv,1.876594289,1.840544642
large_aws/Combo_001.csv,medium/uniform_006.csv,1.903677461,1.183581024
large_aws/Combo_002.csv,medium/uniform_006.csv,1.678309601,1.159715615
large_aws/Combo_003.csv,medium/uniform_006.csv,1.850219859,1.203766944
large_aws/Combo_004.csv,medium/uniform_006.csv,1.777313921,1.018139963
large_aws/Combo_005.csv,medium/uniform_006.csv,1.79248125,1.5589137
large_aws/Combo_006.csv,medium/uniform_006.csv,1.850219859,1.186210166
large_aws/Combo_007.csv,medium/uniform_006.csv,1.833070752,1.395946476
large_aws/Combo_008.csv,medium/uniform_006.csv,1.799858782,1.458660396
large_aws/Combo_009.csv,medium/uniform_006.csv,1.926466251,1.066266052
large_aws/Combo_010.csv,medium/uniform_006.csv,1.850219859,1.131132367
large_aws/Combo_011.csv,medium/uniform_006.csv,1.903677461,1.201762925
large_aws/Combo_012.csv,medium/uniform_006.csv,1.79248125,1.16038978
large_aws/Combo_013.csv,medium/uniform_006.csv,1.788001094,1.031874603
large_aws/Combo_014.csv,medium/uniform_006.csv,1.79248125,1.504728723
large_aws/Combo_015.csv,medium/uniform_006.csv,1.706803912,1.164799275
large_aws/Combo_016.csv,medium/uniform_006.csv,1.833126002,1.430440084
large_aws/Combo_017.csv,medium/uniform_006.csv,1.799972664,1.399889537
large_aws/Combo_018.csv,medium/uniform_006.csv,1.926466251,1.089770578
large_aws/Diagonal_001.csv,medium/uniform_006.csv,1.660964047,1.05132041
large_aws/Diagonal_002.csv,medium/uniform_006.csv,1.660964047,1.079060465
large_aws/Diagonal_003.csv,medium/uniform_006.csv,1.660964047,1.08447662
large_aws/Diagonal_004.csv,medium/uniform_006.csv,1.660964047,1.094970616
large_aws/Diagonal_005.csv,medium/uniform_006.csv,1.660964047,1.113754615
large_aws/Diagonal_006.csv,medium/uniform_006.csv,1.660964047,1.124291731
large_aws/Diagonal_enx_001.csv,medium/uniform_006.csv,1.660964047,1.149876537
large_aws/Diagonal_enx_002.csv,medium/uniform_006.csv,1.660964047,1.100746039
large_aws/Diagonal_enx_003.csv,medium/uniform_006.csv,1.660964047,1.084037881
large_aws/Diagonal_enx_004.csv,medium/uniform_006.csv,1.660964047,1.079842973
large_aws/Diagonal_enx_005.csv,medium/uniform_006.csv,1.660964047,1.072727935
large_aws/Diagonal_enx_006.csv,medium/uniform_006.csv,1.660964047,1.044442793
large_aws/Diagonal_eny_001.csv,medium/uniform_006.csv,1.660964047,1.025168007
large_aws/Diagonal_eny_002.csv,medium/uniform_006.csv,1.660964047,1.118616533
large_aws/Diagonal_eny_003.csv,medium/uniform_006.csv,1.660964047,1.097135119
large_aws/Diagonal_eny_004.csv,medium/uniform_006.csv,1.660964047,1.099783733
large_aws/Diagonal_eny_005.csv,medium/uniform_006.csv,1.660964047,1.074860464
large_aws/Diagonal_eny_006.csv,medium/uniform_006.csv,1.660964047,1.088528515
large_aws/DiagonalRot_001.csv,medium/uniform_006.csv,1.660964047,0.927518576
large_aws/DiagonalRot_002.csv,medium/uniform_006.csv,1.660964047,1.087941128
large_aws/DiagonalRot_003.csv,medium/uniform_006.csv,1.903677461,0.987089731
large_aws/DiagonalRot_004.csv,medium/uniform_006.csv,1.660964047,1.1721137
large_aws/DiagonalRot_005.csv,medium/uniform_006.csv,1.79248125,1.188767973
large_aws/DiagonalRot_006.csv,medium/uniform_006.csv,1.660964047,1.222871317
large_aws/DiagonalRot_enx_001.csv,medium/uniform_006.csv,1.660964047,1.18322532
large_aws/DiagonalRot_enx_002.csv,medium/uniform_006.csv,1.660964047,1.094389361
large_aws/DiagonalRot_enx_003.csv,medium/uniform_006.csv,1.79248125,1.193535495
large_aws/DiagonalRot_enx_004.csv,medium/uniform_006.csv,1.660964047,1.186050958
large_aws/DiagonalRot_enx_005.csv,medium/uniform_006.csv,1.850219859,1.004416714
large_aws/DiagonalRot_enx_006.csv,medium/uniform_006.csv,1.660964047,1.172456266
large_aws/DiagonalRot_eny_001.csv,medium/uniform_006.csv,1.660964047,1.112323725
large_aws/DiagonalRot_eny_002.csv,medium/uniform_006.csv,1.729715809,1.0554256
large_aws/DiagonalRot_eny_003.csv,medium/uniform_006.csv,1.660964047,1.18410879
large_aws/DiagonalRot_eny_004.csv,medium/uniform_006.csv,1.660964047,1.131265803
large_aws/DiagonalRot_eny_005.csv,medium/uniform_006.csv,1.660964047,1.118719246
large_aws/DiagonalRot_eny_006.csv,medium/uniform_006.csv,1.660964047,1.186203066
large_aws/Gauss_001.csv,medium/uniform_006.csv,1.673310924,1.141498318
large_aws/Gauss_002.csv,medium/uniform_006.csv,1.949867004,1.139066075
large_aws/Gauss_003.csv,medium/uniform_006.csv,1.67422891,1.135523108
large_aws/Gauss_004.csv,medium/uniform_006.csv,1.957394299,1.14204191
large_aws/Gauss_005.csv,medium/uniform_006.csv,1.934407914,1.141547961
large_aws/Gauss_006.csv,medium/uniform_006.csv,1.949867004,1.139727156
large_aws/Gauss_enx_001.csv,medium/uniform_006.csv,1.679322662,1.14382991
large_aws/Gauss_enx_002.csv,medium/uniform_006.csv,1.667384771,1.145306384
large_aws/Gauss_enx_003.csv,medium/uniform_006.csv,1.683149408,1.136530334
large_aws/Gauss_enx_004.csv,medium/uniform_006.csv,1.949867004,1.136034739
large_aws/Gauss_enx_005.csv,medium/uniform_006.csv,1.677353938,1.135928165
large_aws/Gauss_enx_006.csv,medium/uniform_006.csv,1.664824004,1.136930955
large_aws/Gauss_eny_001.csv,medium/uniform_006.csv,1.934407914,1.137516288
large_aws/Gauss_eny_002.csv,medium/uniform_006.csv,1.670253007,1.141660324
large_aws/Gauss_eny_003.csv,medium/uniform_006.csv,1.679403002,1.136206942
large_aws/Gauss_eny_004.csv,medium/uniform_006.csv,1.682910284,1.136450753
large_aws/Gauss_eny_005.csv,medium/uniform_006.csv,1.942206477,1.142335902
large_aws/Gauss_eny_006.csv,medium/uniform_006.csv,1.949867004,1.13826773
large_aws/Parcel_001.csv,medium/uniform_006.csv,1.795026539,1.344358169
large_aws/Parcel_002.csv,medium/uniform_006.csv,1.832848232,1.800623876
large_aws/Parcel_003.csv,medium/uniform_006.csv,1.833403867,1.798243596
large_aws/Parcel_004.csv,medium/uniform_006.csv,1.790572376,1.446277647
large_aws/Parcel_005.csv,medium/uniform_006.csv,1.833403867,1.798463607
large_aws/Parcel_006.csv,medium/uniform_006.csv,1.832084775,1.654472742
large_aws/Parcel_007.csv,medium/uniform_006.csv,1.833403867,1.762105987
large_aws/Parcel_008.csv,medium/uniform_006.csv,1.833403867,1.763822991
large_aws/Parcel_009.csv,medium/uniform_006.csv,1.820165981,1.509835735
large_aws/Parcel_010.csv,medium/uniform_006.csv,1.830156511,1.836095334
large_aws/Parcel_011.csv,medium/uniform_006.csv,1.833403867,1.798483159
large_aws/Parcel_012.csv,medium/uniform_006.csv,1.777486079,1.39874331
large_aws/Parcel_013.csv,medium/uniform_006.csv,1.833403867,1.798243823
large_aws/Parcel_014.csv,medium/uniform_006.csv,1.832744387,1.812469035
large_aws/Parcel_015.csv,medium/uniform_006.csv,1.833390833,1.761498877
large_aws/Parcel_016.csv,medium/uniform_006.csv,1.83340219,1.761053455
large_aws/Parcel_017.csv,medium/uniform_006.csv,1.823782691,1.529541642
large_aws/Parcel_018.csv,medium/uniform_006.csv,1.755141747,1.327095284
large_aws/Uniform_001.csv,medium/uniform_006.csv,1.833403867,1.800345298
large_aws/Uniform_002.csv,medium/uniform_006.csv,1.833403029,1.798383393
large_aws/Uniform_003.csv,medium/uniform_006.csv,1.833399678,1.794860247
large_aws/Uniform_004.csv,medium/uniform_006.csv,1.833403867,1.800362458
large_aws/Uniform_005.csv,medium/uniform_006.csv,1.833339297,1.798339302
large_aws/Uniform_006.csv,medium/uniform_006.csv,1.833403867,1.801219636
large_aws/Uniform_enx_001.csv,medium/uniform_006.csv,1.833339297,1.799146735
large_aws/Uniform_enx_002.csv,medium/uniform_006.csv,1.833403867,1.799825624
large_aws/Uniform_enx_003.csv,medium/uniform_006.csv,1.83333781,1.796379436
large_aws/Uniform_enx_004.csv,medium/uniform_006.csv,1.833403867,1.799183756
large_aws/Uniform_enx_005.csv,medium/uniform_006.csv,1.833403867,1.799753426
large_aws/Uniform_enx_006.csv,medium/uniform_006.csv,1.833220875,1.789649619
large_aws/Uniform_eny_001.csv,medium/uniform_006.csv,1.833372347,1.800811278
large_aws/Uniform_eny_002.csv,medium/uniform_006.csv,1.833058565,1.792414756
large_aws/Uniform_eny_003.csv,medium/uniform_006.csv,1.833403029,1.79754616
large_aws/Uniform_eny_004.csv,medium/uniform_006.csv,1.833373186,1.801054723
large_aws/Uniform_eny_005.csv,medium/uniform_006.csv,1.833373803,1.792601507
large_aws/Uniform_eny_006.csv,medium/uniform_006.csv,1.833403867,1.79846649
large_aws/Combo_001.csv,medium/uniform_007.csv,1.903677461,1.16810503
large_aws/Combo_002.csv,medium/uniform_007.csv,1.903677461,1.235765139
large_aws/Combo_003.csv,medium/uniform_007.csv,1.850219859,1.330777299
large_aws/Combo_004.csv,medium/uniform_007.csv,1.777313921,0.998068012
large_aws/Combo_005.csv,medium/uniform_007.csv,1.850219859,1.571881225
large_aws/Combo_006.csv,medium/uniform_007.csv,1.850219859,1.382372794
large_aws/Combo_007.csv,medium/uniform_007.csv,1.839614192,1.40852638
large_aws/Combo_008.csv,medium/uniform_007.csv,1.80658414,1.4617533
large_aws/Combo_009.csv,medium/uniform_007.csv,1.926466251,1.341549972
large_aws/Combo_010.csv,medium/uniform_007.csv,1.850219859,1.116801731
large_aws/Combo_011.csv,medium/uniform_007.csv,1.688838538,1.180525128
large_aws/Combo_012.csv,medium/uniform_007.csv,1.79248125,1.161809429
large_aws/Combo_013.csv,medium/uniform_007.csv,1.850219859,1.386192795
large_aws/Combo_014.csv,medium/uniform_007.csv,1.696282824,1.316556495
large_aws/Combo_015.csv,medium/uniform_007.csv,1.850219859,1.055696644
large_aws/Combo_016.csv,medium/uniform_007.csv,1.839653354,1.427710658
large_aws/Combo_017.csv,medium/uniform_007.csv,1.806532694,1.402836006
large_aws/Combo_018.csv,medium/uniform_007.csv,1.926466251,1.380322729
large_aws/Diagonal_001.csv,medium/uniform_007.csv,1.660964047,1.057460579
large_aws/Diagonal_002.csv,medium/uniform_007.csv,1.660964047,1.083213407
large_aws/Diagonal_003.csv,medium/uniform_007.csv,1.660964047,1.085933594
large_aws/Diagonal_004.csv,medium/uniform_007.csv,1.660964047,1.098383114
large_aws/Diagonal_005.csv,medium/uniform_007.csv,1.660964047,1.108449354
large_aws/Diagonal_006.csv,medium/uniform_007.csv,1.660964047,1.12662516
large_aws/Diagonal_enx_001.csv,medium/uniform_007.csv,1.660964047,1.148550473
large_aws/Diagonal_enx_002.csv,medium/uniform_007.csv,1.660964047,1.093874412
large_aws/Diagonal_enx_003.csv,medium/uniform_007.csv,1.660964047,1.080688626
large_aws/Diagonal_enx_004.csv,medium/uniform_007.csv,1.660964047,1.080793908
large_aws/Diagonal_enx_005.csv,medium/uniform_007.csv,1.660964047,1.072448249
large_aws/Diagonal_enx_006.csv,medium/uniform_007.csv,1.660964047,1.035348269
large_aws/Diagonal_eny_001.csv,medium/uniform_007.csv,1.660964047,1.032862678
large_aws/Diagonal_eny_002.csv,medium/uniform_007.csv,1.660964047,1.130563589
large_aws/Diagonal_eny_003.csv,medium/uniform_007.csv,1.660964047,1.114894135
large_aws/Diagonal_eny_004.csv,medium/uniform_007.csv,1.660964047,1.107727277
large_aws/Diagonal_eny_005.csv,medium/uniform_007.csv,1.660964047,1.086793163
large_aws/Diagonal_eny_006.csv,medium/uniform_007.csv,1.660964047,1.094806823
large_aws/DiagonalRot_001.csv,medium/uniform_007.csv,1.660964047,1.183096172
large_aws/DiagonalRot_002.csv,medium/uniform_007.csv,1.660964047,1.197344989
large_aws/DiagonalRot_003.csv,medium/uniform_007.csv,1.850219859,1.061588734
large_aws/DiagonalRot_004.csv,medium/uniform_007.csv,1.660964047,1.196658446
large_aws/DiagonalRot_005.csv,medium/uniform_007.csv,1.79248125,1.195216157
large_aws/DiagonalRot_006.csv,medium/uniform_007.csv,1.660964047,1.221553879
large_aws/DiagonalRot_enx_001.csv,medium/uniform_007.csv,1.660964047,1.23331396
large_aws/DiagonalRot_enx_002.csv,medium/uniform_007.csv,1.660964047,1.199794775
large_aws/DiagonalRot_enx_003.csv,medium/uniform_007.csv,1.850219859,0.966421769
large_aws/DiagonalRot_enx_004.csv,medium/uniform_007.csv,1.660964047,1.210891111
large_aws/DiagonalRot_enx_005.csv,medium/uniform_007.csv,1.850219859,0.949107327
large_aws/DiagonalRot_enx_006.csv,medium/uniform_007.csv,1.660964047,1.183294317
large_aws/DiagonalRot_eny_001.csv,medium/uniform_007.csv,1.660964047,1.18199607
large_aws/DiagonalRot_eny_002.csv,medium/uniform_007.csv,1.660964047,1.022137508
large_aws/DiagonalRot_eny_003.csv,medium/uniform_007.csv,1.660964047,1.124478025
large_aws/DiagonalRot_eny_004.csv,medium/uniform_007.csv,1.660964047,1.131572193
large_aws/DiagonalRot_eny_005.csv,medium/uniform_007.csv,1.660964047,1.155262112
large_aws/DiagonalRot_eny_006.csv,medium/uniform_007.csv,1.729715809,0.992730836
large_aws/Gauss_001.csv,medium/uniform_007.csv,1.679239508,1.13445195
large_aws/Gauss_002.csv,medium/uniform_007.csv,1.942206477,1.132315157
large_aws/Gauss_003.csv,medium/uniform_007.csv,1.681005268,1.128643343
large_aws/Gauss_004.csv,medium/uniform_007.csv,1.687445698,1.134492513
large_aws/Gauss_005.csv,medium/uniform_007.csv,1.957394299,1.134354981
large_aws/Gauss_006.csv,medium/uniform_007.csv,1.918376136,1.132161879
large_aws/Gauss_enx_001.csv,medium/uniform_007.csv,1.686742918,1.137106092
large_aws/Gauss_enx_002.csv,medium/uniform_007.csv,1.949867004,1.138752088
large_aws/Gauss_enx_003.csv,medium/uniform_007.csv,1.689709877,1.129873853
large_aws/Gauss_enx_004.csv,medium/uniform_007.csv,1.957394299,1.129231052
large_aws/Gauss_enx_005.csv,medium/uniform_007.csv,1.68336278,1.129062512
large_aws/Gauss_enx_006.csv,medium/uniform_007.csv,1.949867004,1.13027521
large_aws/Gauss_eny_001.csv,medium/uniform_007.csv,1.949867004,1.130277166
large_aws/Gauss_eny_002.csv,medium/uniform_007.csv,1.957394299,1.133926227
large_aws/Gauss_eny_003.csv,medium/uniform_007.csv,1.686549536,1.129865091
large_aws/Gauss_eny_004.csv,medium/uniform_007.csv,1.689971619,1.130216982
large_aws/Gauss_eny_005.csv,medium/uniform_007.csv,1.949867004,1.135506117
large_aws/Gauss_eny_006.csv,medium/uniform_007.csv,1.957394299,1.130388589
large_aws/Parcel_001.csv,medium/uniform_007.csv,1.802362537,1.353652601
large_aws/Parcel_002.csv,medium/uniform_007.csv,1.839402686,1.797662958
large_aws/Parcel_003.csv,medium/uniform_007.csv,1.839966891,1.804625878
large_aws/Parcel_004.csv,medium/uniform_007.csv,1.797253737,1.663785252
large_aws/Parcel_005.csv,medium/uniform_007.csv,1.839966891,1.804849133
large_aws/Parcel_006.csv,medium/uniform_007.csv,1.838627054,1.658369899
large_aws/Parcel_007.csv,medium/uniform_007.csv,1.839966891,1.767671452
large_aws/Parcel_008.csv,medium/uniform_007.csv,1.839966891,1.769760462
large_aws/Parcel_009.csv,medium/uniform_007.csv,1.826869968,1.525174099
large_aws/Parcel_010.csv,medium/uniform_007.csv,1.836897707,1.834467283
large_aws/Parcel_011.csv,medium/uniform_007.csv,1.839966891,1.80486623
large_aws/Parcel_012.csv,medium/uniform_007.csv,1.784464663,1.389361234
large_aws/Parcel_013.csv,medium/uniform_007.csv,1.839966891,1.804627801
large_aws/Parcel_014.csv,medium/uniform_007.csv,1.839334385,1.813400719
large_aws/Parcel_015.csv,medium/uniform_007.csv,1.839955513,1.76746924
large_aws/Parcel_016.csv,medium/uniform_007.csv,1.839964902,1.768175302
large_aws/Parcel_017.csv,medium/uniform_007.csv,1.830462603,1.74165109
large_aws/Parcel_018.csv,medium/uniform_007.csv,1.762756158,1.341763267
large_aws/Uniform_001.csv,medium/uniform_007.csv,1.839966891,1.806871847
large_aws/Uniform_002.csv,medium/uniform_007.csv,1.839964902,1.804929961
large_aws/Uniform_003.csv,medium/uniform_007.csv,1.839960678,1.801390435
large_aws/Uniform_004.csv,medium/uniform_007.csv,1.839966891,1.806851475
large_aws/Uniform_005.csv,medium/uniform_007.csv,1.83987913,1.804816681
large_aws/Uniform_006.csv,medium/uniform_007.csv,1.839966891,1.807851704
large_aws/Uniform_enx_001.csv,medium/uniform_007.csv,1.83987913,1.805629187
large_aws/Uniform_enx_002.csv,medium/uniform_007.csv,1.839966891,1.806261268
large_aws/Uniform_enx_003.csv,medium/uniform_007.csv,1.839877535,1.802875714
large_aws/Uniform_enx_004.csv,medium/uniform_007.csv,1.839966891,1.805724757
large_aws/Uniform_enx_005.csv,medium/uniform_007.csv,1.839966891,1.806187385
large_aws/Uniform_enx_006.csv,medium/uniform_007.csv,1.839745582,1.79599827
large_aws/Uniform_eny_001.csv,medium/uniform_007.csv,1.839879705,1.807409447
large_aws/Uniform_eny_002.csv,medium/uniform_007.csv,1.839601087,1.798938885
large_aws/Uniform_eny_003.csv,medium/uniform_007.csv,1.839966891,1.803958895
large_aws/Uniform_eny_004.csv,medium/uniform_007.csv,1.839879705,1.807486558
large_aws/Uniform_eny_005.csv,medium/uniform_007.csv,1.839924216,1.799199803
large_aws/Uniform_eny_006.csv,medium/uniform_007.csv,1.839966891,1.805027076
large_aws/Combo_001.csv,medium/uniform_008.csv,1.903677461,1.149244092
large_aws/Combo_002.csv,medium/uniform_008.csv,1.663502545,1.240004191
large_aws/Combo_003.csv,medium/uniform_008.csv,1.850219859,1.3458922
large_aws/Combo_004.csv,medium/uniform_008.csv,1.777313921,1.363996056
large_aws/Combo_005.csv,medium/uniform_008.csv,1.850219859,1.570306728
large_aws/Combo_006.csv,medium/uniform_008.csv,1.850219859,1.313424475
large_aws/Combo_007.csv,medium/uniform_008.csv,1.819935967,1.37126239
large_aws/Combo_008.csv,medium/uniform_008.csv,1.786770865,1.459019501
large_aws/Combo_009.csv,medium/uniform_008.csv,1.926466251,1.022913438
large_aws/Combo_010.csv,medium/uniform_008.csv,1.850219859,1.134958179
large_aws/Combo_011.csv,medium/uniform_008.csv,1.903677461,1.102290843
large_aws/Combo_012.csv,medium/uniform_008.csv,1.850219859,1.155533184
large_aws/Combo_013.csv,medium/uniform_008.csv,1.850219859,1.367068461
large_aws/Combo_014.csv,medium/uniform_008.csv,1.670043972,0.996269291
large_aws/Combo_015.csv,medium/uniform_008.csv,1.850219859,1.150555699
large_aws/Combo_016.csv,medium/uniform_008.csv,1.819955873,1.414800257
large_aws/Combo_017.csv,medium/uniform_008.csv,1.786602193,1.40155812
large_aws/Combo_018.csv,medium/uniform_008.csv,1.926466251,1.049490925
large_aws/Diagonal_001.csv,medium/uniform_008.csv,1.495528665,1.05642897
large_aws/Diagonal_002.csv,medium/uniform_008.csv,1.487833835,1.083008685
large_aws/Diagonal_003.csv,medium/uniform_008.csv,1.660964047,1.089593293
large_aws/Diagonal_004.csv,medium/uniform_008.csv,1.487833835,1.099353741
large_aws/Diagonal_005.csv,medium/uniform_008.csv,1.660964047,1.117129389
large_aws/Diagonal_006.csv,medium/uniform_008.csv,1.660964047,1.128331965
large_aws/Diagonal_enx_001.csv,medium/uniform_008.csv,1.660964047,1.157649329
large_aws/Diagonal_enx_002.csv,medium/uniform_008.csv,1.4917069,1.099989705
large_aws/Diagonal_enx_003.csv,medium/uniform_008.csv,1.660964047,1.088512489
large_aws/Diagonal_enx_004.csv,medium/uniform_008.csv,1.487833835,1.085814112
large_aws/Diagonal_enx_005.csv,medium/uniform_008.csv,1.660964047,1.078727152
large_aws/Diagonal_enx_006.csv,medium/uniform_008.csv,1.660964047,1.038521441
large_aws/Diagonal_eny_001.csv,medium/uniform_008.csv,1.487833835,1.030786596
large_aws/Diagonal_eny_002.csv,medium/uniform_008.csv,1.487833835,1.117527481
large_aws/Diagonal_eny_003.csv,medium/uniform_008.csv,1.660964047,1.096317709
large_aws/Diagonal_eny_004.csv,medium/uniform_008.csv,1.487833835,1.104040196
large_aws/Diagonal_eny_005.csv,medium/uniform_008.csv,1.660964047,1.083779227
large_aws/Diagonal_eny_006.csv,medium/uniform_008.csv,1.487833835,1.094931538
large_aws/DiagonalRot_001.csv,medium/uniform_008.csv,1.660964047,0.921231583
large_aws/DiagonalRot_002.csv,medium/uniform_008.csv,1.660964047,1.206083066
large_aws/DiagonalRot_003.csv,medium/uniform_008.csv,1.903677461,1.176880831
large_aws/DiagonalRot_004.csv,medium/uniform_008.csv,1.660964047,1.166282715
large_aws/DiagonalRot_005.csv,medium/uniform_008.csv,1.79248125,1.195589959
large_aws/DiagonalRot_006.csv,medium/uniform_008.csv,1.660964047,1.189760913
large_aws/DiagonalRot_enx_001.csv,medium/uniform_008.csv,1.660964047,1.194743534
large_aws/DiagonalRot_enx_002.csv,medium/uniform_008.csv,1.660964047,1.1360939
large_aws/DiagonalRot_enx_003.csv,medium/uniform_008.csv,1.850219859,1.190546792
large_aws/DiagonalRot_enx_004.csv,medium/uniform_008.csv,1.660964047,1.187902544
large_aws/DiagonalRot_enx_005.csv,medium/uniform_008.csv,1.79248125,0.926258909
large_aws/DiagonalRot_enx_006.csv,medium/uniform_008.csv,1.660964047,1.124733635
large_aws/DiagonalRot_eny_001.csv,medium/uniform_008.csv,1.660964047,1.141922987
large_aws/DiagonalRot_eny_002.csv,medium/uniform_008.csv,1.660964047,1.068479801
large_aws/DiagonalRot_eny_003.csv,medium/uniform_008.csv,1.660964047,1.181076303
large_aws/DiagonalRot_eny_004.csv,medium/uniform_008.csv,1.660964047,1.149028295
large_aws/DiagonalRot_eny_005.csv,medium/uniform_008.csv,1.660964047,1.154409406
large_aws/DiagonalRot_eny_006.csv,medium/uniform_008.csv,1.729715809,1.171149579
large_aws/Gauss_001.csv,medium/uniform_008.csv,1.658864623,1.130838989
large_aws/Gauss_002.csv,medium/uniform_008.csv,1.647007151,1.129054155
large_aws/Gauss_003.csv,medium/uniform_008.csv,1.659788749,1.125082468
large_aws/Gauss_004.csv,medium/uniform_008.csv,1.666641392,1.132184941
large_aws/Gauss_005.csv,medium/uniform_008.csv,1.658546576,1.131953572
large_aws/Gauss_006.csv,medium/uniform_008.csv,1.942206477,1.128967886
large_aws/Gauss_enx_001.csv,medium/uniform_008.csv,1.664542949,1.133464739
large_aws/Gauss_enx_002.csv,medium/uniform_008.csv,1.653422031,1.135837881
large_aws/Gauss_enx_003.csv,medium/uniform_008.csv,1.66907256,1.126292662
large_aws/Gauss_enx_004.csv,medium/uniform_008.csv,1.942206477,1.126510693
large_aws/Gauss_enx_005.csv,medium/uniform_008.csv,1.66173161,1.126405106
large_aws/Gauss_enx_006.csv,medium/uniform_008.csv,1.650310209,1.126917812
large_aws/Gauss_eny_001.csv,medium/uniform_008.csv,1.639309697,1.127203875
large_aws/Gauss_eny_002.csv,medium/uniform_008.csv,1.654395131,1.131074401
large_aws/Gauss_eny_003.csv,medium/uniform_008.csv,1.665472499,1.126154641
large_aws/Gauss_eny_004.csv,medium/uniform_008.csv,1.669046405,1.126981335
large_aws/Gauss_eny_005.csv,medium/uniform_008.csv,1.640820109,1.132110268
large_aws/Gauss_eny_006.csv,medium/uniform_008.csv,1.652136954,1.128159874
large_aws/Parcel_001.csv,medium/uniform_008.csv,1.781358457,1.342357219
large_aws/Parcel_002.csv,medium/uniform_008.csv,1.819710271,1.790266593
large_aws/Parcel_003.csv,medium/uniform_008.csv,1.820231861,1.785626575
large_aws/Parcel_004.csv,medium/uniform_008.csv,1.7763462,1.678161599
large_aws/Parcel_005.csv,medium/uniform_008.csv,1.820231861,1.785453685
large_aws/Parcel_006.csv,medium/uniform_008.csv,1.818895432,1.646824215
large_aws/Parcel_007.csv,medium/uniform_008.csv,1.820231861,1.749327882
large_aws/Parcel_008.csv,medium/uniform_008.csv,1.820231861,1.751168763
large_aws/Parcel_009.csv,medium/uniform_008.csv,1.806739128,1.509498159
large_aws/Parcel_010.csv,medium/uniform_008.csv,1.816964566,1.644371637
large_aws/Parcel_011.csv,medium/uniform_008.csv,1.820231861,1.78547938
large_aws/Parcel_012.csv,medium/uniform_008.csv,1.763187456,1.385470873
large_aws/Parcel_013.csv,medium/uniform_008.csv,1.820231861,1.785624822
large_aws/Parcel_014.csv,medium/uniform_008.csv,1.819561802,1.655506
large_aws/Parcel_015.csv,medium/uniform_008.csv,1.820220366,1.748712735
large_aws/Parcel_016.csv,medium/uniform_008.csv,1.82022906,1.748619826
large_aws/Parcel_017.csv,medium/uniform_008.csv,1.810346188,1.513998328
large_aws/Parcel_018.csv,medium/uniform_008.csv,1.74073179,1.343105125
large_aws/Uniform_001.csv,medium/uniform_008.csv,1.820231861,1.7874889
large_aws/Uniform_002.csv,medium/uniform_008.csv,1.820230266,1.78560228
large_aws/Uniform_003.csv,medium/uniform_008.csv,1.820224692,1.781824579
large_aws/Uniform_004.csv,medium/uniform_008.csv,1.820231861,1.787479509
large_aws/Uniform_005.csv,medium/uniform_008.csv,1.820140475,1.785534214
large_aws/Uniform_006.csv,medium/uniform_008.csv,1.820231861,1.788371653
large_aws/Uniform_enx_001.csv,medium/uniform_008.csv,1.820140475,1.786201921
large_aws/Uniform_enx_002.csv,medium/uniform_008.csv,1.820231861,1.786863722
large_aws/Uniform_enx_003.csv,medium/uniform_008.csv,1.820139547,1.783380609
large_aws/Uniform_enx_004.csv,medium/uniform_008.csv,1.820231861,1.786488012
large_aws/Uniform_enx_005.csv,medium/uniform_008.csv,1.820231861,1.786953563
large_aws/Uniform_enx_006.csv,medium/uniform_008.csv,1.82001401,1.776462402
large_aws/Uniform_eny_001.csv,medium/uniform_008.csv,1.82019727,1.78813594
large_aws/Uniform_eny_002.csv,medium/uniform_008.csv,1.819918674,1.779489421
large_aws/Uniform_eny_003.csv,medium/uniform_008.csv,1.820230266,1.784769384
large_aws/Uniform_eny_004.csv,medium/uniform_008.csv,1.820198198,1.78837181
large_aws/Uniform_eny_005.csv,medium/uniform_008.csv,1.82019718,1.779893749
large_aws/Uniform_eny_006.csv,medium/uniform_008.csv,1.820231861,1.785620825
large_aws/Combo_001.csv,medium/uniform_009.csv,1.903677461,1.162074343
large_aws/Combo_002.csv,medium/uniform_009.csv,1.953445298,1.243141959
large_aws/Combo_003.csv,medium/uniform_009.csv,1.850219859,1.206234989
large_aws/Combo_004.csv,medium/uniform_009.csv,1.777313921,1.354827925
large_aws/Combo_005.csv,medium/uniform_009.csv,1.850219859,1.57292355
large_aws/Combo_006.csv,medium/uniform_009.csv,1.850219859,1.278558299
large_aws/Combo_007.csv,medium/uniform_009.csv,1.873961963,1.398088437
